kwtts001001001_0	整理床单位
kwtts003001057_4	弗洛斯绷带手部消肿结束
kwtts003001058_0	半卧头部支撑进食体位
kwtts003001058_1	开始半卧头部支撑进食体位
kwtts003001058_2	结束半卧头部支撑进食体位
kwtts003001058_3	半卧头部支撑进食体位开始
kwtts003001058_4	半卧头部支撑进食体位结束
kwtts003001059_0	半卧进食体位
kwtts003001059_1	开始半卧进食体位
kwtts003001059_2	结束半卧进食体位
kwtts003001059_3	半卧进食体位开始
kwtts003001059_4	半卧进食体位结束
kwtts003001060_0	坐位进食体位
kwtts003001060_1	开始坐位进食体位
kwtts003001060_2	结束坐位进食体位
kwtts003001060_3	坐位进食体位开始
kwtts003001060_4	坐位进食体位结束
kwtts003001061_0	大圆肌牵伸
kwtts003001061_1	开始大圆肌牵伸
kwtts003001061_2	结束大圆肌牵伸
kwtts003001061_3	大圆肌牵伸开始
kwtts003001061_4	大圆肌牵伸结束
kwtts003001062_0	辅助坐位静态平衡训练
kwtts003001062_1	开始辅助坐位静态平衡训练
kwtts003001062_2	结束辅助坐位静态平衡训练
kwtts003001062_3	辅助坐位静态平衡训练开始
kwtts003001062_4	辅助坐位静态平衡训练结束
kwtts003001063_0	辅助患侧翻身
kwtts003001063_1	开始辅助患侧翻身
kwtts003001063_2	结束辅助患侧翻身
kwtts003001063_3	辅助患侧翻身开始
kwtts003001063_4	辅助患侧翻身结束
kwtts003001064_0	下肢伸肌张力抑制手法
kwtts003001064_1	开始下肢伸肌张力抑制手法
kwtts003001064_2	结束下肢伸肌张力抑制手法
kwtts003001064_3	下肢伸肌张力抑制手法开始
kwtts003001064_4	下肢伸肌张力抑制手法结束
kwtts003001065_0	负重伸髋步态训练
kwtts003001065_1	开始负重伸髋步态训练
kwtts003001065_2	结束负重伸髋步态训练
kwtts003001065_3	负重伸髋步态训练开始
kwtts003001065_4	负重伸髋步态训练结束
kwtts003001066_0	踝背伸控制步态训练
kwtts003001066_1	开始踝背伸控制步态训练
kwtts003001066_2	结束踝背伸控制步态训练
kwtts003001066_3	踝背伸控制步态训练开始
kwtts003001066_4	踝背伸控制步态训练结束
kwtts003001067_0	踝背伸步态训练
kwtts003001067_1	开始踝背伸步态训练
kwtts003001067_2	结束踝背伸步态训练
kwtts003001067_3	踝背伸步态训练开始
kwtts003001067_4	踝背伸步态训练结束
kwtts003001068_0	伸髋屈膝控制步态训练
kwtts003001068_1	开始伸髋屈膝控制步态训练
kwtts003001068_2	结束伸髋屈膝控制步态训练
kwtts003001068_3	伸髋屈膝控制步态训练开始
kwtts003001068_4	伸髋屈膝控制步态训练结束
kwtts003001069_0	伸髋屈膝步态训练
kwtts003001069_1	开始伸髋屈膝步态训练
kwtts003001069_2	结束伸髋屈膝步态训练
kwtts003001069_3	伸髋屈膝步态训练开始
kwtts003001069_4	伸髋屈膝步态训练结束
kwtts003001070_0	上下楼梯训练
kwtts003001070_1	开始上下楼梯训练
kwtts003001070_2	结束上下楼梯训练
kwtts003001070_3	上下楼梯训练开始
kwtts003001070_4	上下楼梯训练结束
kwtts003001071_0	智能腕背伸刺激仪
kwtts003001071_1	开始智能腕背伸刺激仪
kwtts003001071_2	结束智能腕背伸刺激仪
kwtts003001071_3	智能腕背伸刺激仪开始
kwtts003001071_4	智能腕背伸刺激仪结束
kwtts003001072_0	智能足下垂助行仪
kwtts003001072_1	开始智能足下垂助行仪
kwtts003001072_2	结束智能足下垂助行仪
kwtts003001072_3	智能足下垂助行仪开始
kwtts003001072_4	智能足下垂助行仪结束
kwtts003001073_0	滚木式上下床
kwtts003001073_1	开始滚木式上下床
kwtts003001073_2	结束滚木式上下床
kwtts003001073_3	滚木式上下床开始
kwtts003001073_4	滚木式上下床结束
kwtts003001074_0	立位平衡侧走训练
kwtts003001074_1	开始立位平衡侧走训练
kwtts003001074_2	结束立位平衡侧走训练
kwtts003001074_3	立位平衡侧走训练开始
kwtts003001074_4	立位平衡侧走训练结束
kwtts003001075_0	巴氏握手双上肢上抬
kwtts003001075_1	开始巴氏握手双上肢上抬
kwtts003001075_2	结束巴氏握手双上肢上抬
kwtts003001075_3	巴氏握手双上肢上抬开始
kwtts003001075_4	巴氏握手双上肢上抬结束
kwtts003001076_0	上肢基础肌力训练
kwtts003001076_1	开始上肢基础肌力训练
kwtts003001076_2	结束上肢基础肌力训练
kwtts003001076_3	上肢基础肌力训练开始
kwtts003001076_4	上肢基础肌力训练结束
kwtts003001077_0	静蹲
kwtts003001077_1	开始静蹲
kwtts003001077_2	结束静蹲
kwtts003001077_3	静蹲开始
kwtts003001077_4	静蹲结束
kwtts003001078_0	立位平衡倒走训练
kwtts003001078_1	开始立位平衡倒走训练
kwtts003001078_2	结束立位平衡倒走训练
kwtts003001078_3	立位平衡倒走训练开始
kwtts003001078_4	立位平衡倒走训练结束
kwtts003001079_0	下肢基础肌力训练
kwtts003001079_1	开始下肢基础肌力训练
kwtts003001079_2	结束下肢基础肌力训练
kwtts003001079_3	下肢基础肌力训练开始
kwtts003001079_4	下肢基础肌力训练结束
kwtts003001080_0	踝趾泵
kwtts003001080_1	开始踝趾泵
kwtts003001080_2	结束踝趾泵
kwtts003001080_3	踝趾泵开始
kwtts003001080_4	踝趾泵结束
kwtts003001081_0	释放小球伸指协调训练
kwtts003001081_1	开始释放小球伸指协调训练
kwtts003001081_2	结束释放小球伸指协调训练
kwtts003001081_3	释放小球伸指协调训练开始
kwtts003001081_4	释放小球伸指协调训练结束
kwtts003001083_0	弹力圈模拟套袖子训练
kwtts003001083_1	开始弹力圈模拟套袖子训练
kwtts003001083_2	结束弹力圈模拟套袖子训练
kwtts003001083_3	弹力圈模拟套袖子训练开始
kwtts003001083_4	弹力圈模拟套袖子训练结束
kwtts003001084_0	辅助坐站转移训练
kwtts003001084_1	开始辅助坐站转移训练
kwtts003001084_2	结束辅助坐站转移训练
kwtts003001084_3	辅助坐站转移训练开始
kwtts003001084_4	辅助坐站转移训练结束
kwtts003001085_0	辅助上下床
kwtts003001085_1	开始辅助上下床
kwtts003001085_2	结束辅助上下床
kwtts003001085_3	辅助上下床开始
kwtts003001085_4	辅助上下床结束
kwtts003001086_0	床上侧移
kwtts003001086_1	开始床上侧移
kwtts003001086_2	结束床上侧移
kwtts003001086_3	床上侧移开始
kwtts003001086_4	床上侧移结束
kwtts003001087_0	吸舌器辅助口面肌训练
kwtts003001087_1	开始吸舌器辅助口面肌训练
kwtts003001087_2	结束吸舌器辅助口面肌训练
kwtts003001087_3	吸舌器辅助口面肌训练开始
kwtts003001087_4	吸舌器辅助口面肌训练结束
kwtts003001088_0	步行锻炼
kwtts003001088_1	开始步行锻炼
kwtts003001088_2	结束步行锻炼
kwtts003001088_3	步行锻炼开始
kwtts003001088_4	步行锻炼结束
kwtts003001089_0	滚木式翻身
kwtts003001089_1	开始滚木式翻身
kwtts003001089_2	结束滚木式翻身
kwtts003001089_3	滚木式翻身开始
kwtts003001089_4	滚木式翻身结束
kwtts003001090_0	辅助翻身
kwtts003001090_1	开始辅助翻身
kwtts003001090_2	结束辅助翻身
kwtts003001090_3	辅助翻身开始
kwtts003001090_4	辅助翻身结束
kwtts003001091_0	脊柱骨折良姿位
kwtts003001091_1	开始脊柱骨折良姿位
kwtts003001091_2	结束脊柱骨折良姿位
kwtts003001091_3	脊柱骨折良姿位开始
kwtts003001091_4	脊柱骨折良姿位结束
kwtts003001092_0	髋关节置换良姿位
kwtts003001092_1	开始髋关节置换良姿位
kwtts003001092_2	结束髋关节置换良姿位
kwtts003001092_3	髋关节置换良姿位开始
kwtts003001092_4	髋关节置换良姿位结束
kwtts003001093_0	上肢徒手肌肉放松
kwtts003001093_1	开始上肢徒手肌肉放松
kwtts003001093_2	结束上肢徒手肌肉放松
kwtts003001093_3	上肢徒手肌肉放松开始
kwtts003001093_4	上肢徒手肌肉放松结束
kwtts003001094_0	下肢徒手肌肉放松
kwtts003001094_1	开始下肢徒手肌肉放松
kwtts003001094_2	结束下肢徒手肌肉放松
kwtts003001094_3	下肢徒手肌肉放松开始
kwtts003001094_4	下肢徒手肌肉放松结束
kwtts003001095_0	下肢基础分离运动
kwtts003001095_1	开始下肢基础分离运动
kwtts003001095_2	结束下肢基础分离运动
kwtts003001095_3	下肢基础分离运动开始
kwtts003001095_4	下肢基础分离运动结束
kwtts003001096_0	上肢基础分离运动
kwtts003001096_1	开始上肢基础分离运动
kwtts003001096_2	结束上肢基础分离运动
kwtts003001096_3	上肢基础分离运动开始
kwtts003001096_4	上肢基础分离运动结束
kwtts003001097_0	肩臂后徒手肌肉放松
kwtts003001097_1	开始肩臂后徒手肌肉放松
kwtts003001097_2	结束肩臂后徒手肌肉放松
kwtts003001097_3	肩臂后徒手肌肉放松开始
kwtts003001097_4	肩臂后徒手肌肉放松结束
kwtts003001098_0	偏瘫良姿位
kwtts003001098_1	开始偏瘫良姿位
kwtts003001098_2	结束偏瘫良姿位
kwtts003001098_3	偏瘫良姿位开始
kwtts003001098_4	偏瘫良姿位结束
kwtts003001099_0	辅助健侧翻身
kwtts003001099_1	开始辅助健侧翻身
kwtts003001099_2	结束辅助健侧翻身
kwtts003001099_3	辅助健侧翻身开始
kwtts003001099_4	辅助健侧翻身结束
kwtts003001100_0	肩前屈被动活动
kwtts003001100_1	开始肩前屈被动活动
kwtts003001100_2	结束肩前屈被动活动
kwtts003001100_3	肩前屈被动活动开始
kwtts003001100_4	肩前屈被动活动结束
kwtts003001101_0	肩外展被动活动
kwtts003001101_1	开始肩外展被动活动
kwtts003001101_2	结束肩外展被动活动
kwtts003001101_3	肩外展被动活动开始
kwtts003001101_4	肩外展被动活动结束
kwtts003001102_0	肩内外旋被动活动
kwtts003001102_1	开始肩内外旋被动活动
kwtts003001102_2	结束肩内外旋被动活动
kwtts003001102_3	肩内外旋被动活动开始
kwtts003001102_4	肩内外旋被动活动结束
kwtts003001103_0	腕指屈伸被动活动
kwtts003001103_1	开始腕指屈伸被动活动
kwtts003001103_2	结束腕指屈伸被动活动
kwtts003001103_3	腕指屈伸被动活动开始
kwtts003001103_4	腕指屈伸被动活动结束
kwtts003001104_0	髋内收外展被动活动
kwtts003001104_1	开始髋内收外展被动活动
kwtts003001104_2	结束髋内收外展被动活动
kwtts003001104_3	髋内收外展被动活动开始
kwtts003001104_4	髋内收外展被动活动结束
kwtts003001105_0	髋膝屈曲被动活动
kwtts003001105_1	开始髋膝屈曲被动活动
kwtts003001105_2	结束髋膝屈曲被动活动
kwtts003001105_3	髋膝屈曲被动活动开始
kwtts003001105_4	髋膝屈曲被动活动结束
kwtts003001106_0	髋内外旋被动活动
kwtts003001106_1	开始髋内外旋被动活动
kwtts003001106_2	结束髋内外旋被动活动
kwtts003001106_3	髋内外旋被动活动开始
kwtts003001106_4	髋内外旋被动活动结束
kwtts003001107_0	前臂被动活动
kwtts003001107_1	开始前臂被动活动
kwtts003001107_2	结束前臂被动活动
kwtts003001107_3	前臂被动活动开始
kwtts003001107_4	前臂被动活动结束
kwtts003001108_0	上肢被动活动
kwtts003001108_1	开始上肢被动活动
kwtts003001108_2	结束上肢被动活动
kwtts003001108_3	上肢被动活动开始
kwtts003001108_4	上肢被动活动结束
kwtts003001109_0	下肢被动活动
kwtts003001109_1	开始下肢被动活动
kwtts003001109_2	结束下肢被动活动
kwtts003001109_3	下肢被动活动开始
kwtts003001109_4	下肢被动活动结束
kwtts003001110_0	门德尔松吞咽训练
kwtts003001110_1	开始门德尔松吞咽训练
kwtts003001110_2	结束门德尔松吞咽训练
kwtts003001110_3	门德尔松吞咽训练开始
kwtts003001110_4	门德尔松吞咽训练结束
kwtts003001111_0	声门上吞咽训练
kwtts003001111_1	开始声门上吞咽训练
kwtts003001111_2	结束声门上吞咽训练
kwtts003001111_3	声门上吞咽训练开始
kwtts003001111_4	声门上吞咽训练结束
kwtts003001112_0	缩唇呼吸训练
kwtts003001112_1	开始缩唇呼吸训练
kwtts003001112_2	结束缩唇呼吸训练
kwtts003001112_3	缩唇呼吸训练开始
kwtts003001112_4	缩唇呼吸训练结束
kwtts003001113_0	腹式呼吸训练
kwtts003001113_1	开始腹式呼吸训练
kwtts003001113_2	结束腹式呼吸训练
kwtts003001113_3	腹式呼吸训练开始
kwtts003001113_4	腹式呼吸训练结束
kwtts003001114_0	沙克吞咽训练
kwtts003001114_1	开始沙克吞咽训练
kwtts003001114_2	结束沙克吞咽训练
kwtts003001114_3	沙克吞咽训练开始
kwtts003001114_4	沙克吞咽训练结束
kwtts003001115_0	推撑法抬软腭训练
kwtts003001115_1	开始推撑法抬软腭训练
kwtts003001115_2	结束推撑法抬软腭训练
kwtts003001115_3	推撑法抬软腭训练开始
kwtts003001115_4	推撑法抬软腭训练结束
kwtts003001116_0	咳嗽练习
kwtts003001116_1	开始咳嗽练习
kwtts003001116_2	结束咳嗽练习
kwtts003001116_3	咳嗽练习开始
kwtts003001116_4	咳嗽练习结束
kwtts003001117_0	舌侧向顶面颊训练
kwtts003001117_1	开始舌侧向顶面颊训练
kwtts003001117_2	结束舌侧向顶面颊训练
kwtts003001117_3	舌侧向顶面颊训练开始
kwtts003001117_4	舌侧向顶面颊训练结束
kwtts003001118_0	舌上翘顶压舌板训练
kwtts003001118_1	开始舌上翘顶压舌板训练
kwtts003001118_2	结束舌上翘顶压舌板训练
kwtts003001118_3	舌上翘顶压舌板训练开始
kwtts003001118_4	舌上翘顶压舌板训练结束
kwtts003001119_0	舌前伸推压舌板训练
kwtts003001119_1	开始舌前伸推压舌板训练
kwtts003001119_2	结束舌前伸推压舌板训练
kwtts003001119_3	舌前伸推压舌板训练开始
kwtts003001119_4	舌前伸推压舌板训练结束
kwtts003001120_0	咬吸舌器抗阻训练
kwtts003001120_1	开始咬吸舌器抗阻训练
kwtts003001120_2	结束咬吸舌器抗阻训练
kwtts003001120_3	咬吸舌器抗阻训练开始
kwtts003001120_4	咬吸舌器抗阻训练结束
kwtts003001121_0	唇闭合夹吸舌器训练
kwtts003001121_1	开始唇闭合夹吸舌器训练
kwtts003001121_2	结束唇闭合夹吸舌器训练
kwtts003001121_3	唇闭合夹吸舌器训练开始
kwtts003001121_4	唇闭合夹吸舌器训练结束
kwtts003001122_0	吸舌器舌肌抗阻训练
kwtts003001122_1	开始吸舌器舌肌抗阻训练
kwtts003001122_2	结束吸舌器舌肌抗阻训练
kwtts003001122_3	吸舌器舌肌抗阻训练开始
kwtts003001122_4	吸舌器舌肌抗阻训练结束
kwtts003001123_0	吸舌器舌肌被动活动
kwtts003001123_1	开始吸舌器舌肌被动活动
kwtts003001123_2	结束吸舌器舌肌被动活动
kwtts003001123_3	吸舌器舌肌被动活动开始
kwtts003001123_4	吸舌器舌肌被动活动结束
kwtts003001124_0	下颌开合抗阻训练
kwtts003001124_1	开始下颌开合抗阻训练
kwtts003001124_2	结束下颌开合抗阻训练
kwtts003001124_3	下颌开合抗阻训练开始
kwtts003001124_4	下颌开合抗阻训练结束
kwtts003001125_0	下颌侧移主动训练
kwtts003001125_1	开始下颌侧移主动训练
kwtts003001125_2	结束下颌侧移主动训练
kwtts003001125_3	下颌侧移主动训练开始
kwtts003001125_4	下颌侧移主动训练结束
kwtts003001126_0	气流控制吹蜡烛训练
kwtts003001126_1	开始气流控制吹蜡烛训练
kwtts003001126_2	结束气流控制吹蜡烛训练
kwtts003001126_3	气流控制吹蜡烛训练开始
kwtts003001126_4	气流控制吹蜡烛训练结束
kwtts003001127_0	用力吹蜡烛训练
kwtts003001127_1	开始用力吹蜡烛训练
kwtts003001127_2	结束用力吹蜡烛训练
kwtts003001127_3	用力吹蜡烛训练开始
kwtts003001127_4	用力吹蜡烛训练结束
kwtts003001128_0	发泼吹蜡烛训练
kwtts003001128_1	开始发泼吹蜡烛训练
kwtts003001128_2	结束发泼吹蜡烛训练
kwtts003001128_3	发泼吹蜡烛训练开始
kwtts003001128_4	发泼吹蜡烛训练结束
kwtts003001129_0	吸管吹气泡训练
kwtts003001129_1	开始吸管吹气泡训练
kwtts003001129_2	结束吸管吹气泡训练
kwtts003001129_3	吸管吹气泡训练开始
kwtts003001129_4	吸管吹气泡训练结束
kwtts003001130_0	单侧唇闭合夹压舌板训练
kwtts003001130_1	开始单侧唇闭合夹压舌板训练
kwtts003001130_2	结束单侧唇闭合夹压舌板训练
kwtts003001130_3	单侧唇闭合夹压舌板训练开始
kwtts003001130_4	单侧唇闭合夹压舌板训练结束
kwtts003001131_0	唇闭合夹压舌板抗阻训练
kwtts003001131_1	开始唇闭合夹压舌板抗阻训练
kwtts003001131_2	结束唇闭合夹压舌板抗阻训练
kwtts003001131_3	唇闭合夹压舌板抗阻训练开始
kwtts003001131_4	唇闭合夹压舌板抗阻训练结束
kwtts003001132_0	爆破音发声训练
kwtts003001132_1	开始爆破音发声训练
kwtts003001132_2	结束爆破音发声训练
kwtts003001132_3	爆破音发声训练开始
kwtts003001132_4	爆破音发声训练结束
kwtts003001133_0	交替鼓腮训练
kwtts003001133_1	开始交替鼓腮训练
kwtts003001133_2	结束交替鼓腮训练
kwtts003001133_3	交替鼓腮训练开始
kwtts003001133_4	交替鼓腮训练结束
